LAUNDRY WORKER|Limited Term Fulltime|Department of Veterans Affairs|Los Angeles County|1/18/2024|3086.0|3864.0
LEGAL SECRETARY|Permanent Fulltime|Department of Justice|San Diego County|1/18/2024|4120.0|5418.0
LEGAL SUPPORT SUPERVISOR I|Permanent Fulltime|Department of Justice|San Diego County|1/18/2024|4665.0|5844.0
LICENSED VOCATIONAL NURSE (SAFETY)|Permanent Intermittent|Department of State Hospitals|Los Angeles County|1/18/2024|4650.0|5821.0
LICENSED VOCATIONAL NURSE (SAFETY)|Permanent Fulltime|Department of State Hospitals|Los Angeles County|1/18/2024|4790.0|5996.0
LICENSED VOCATIONAL NURSE, CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION|Limited Term Fulltime|California Correctional Health Care Services|Riverside County|1/18/2024|5574.0|6298.0
LICENSING-REGISTRATION EXAMINER, DEPARTMENT OF MOTOR VEHICLES|Permanent Fulltime|Department of Motor Vehicles|Los Angeles County|1/18/2024|4624.0|5670.0
OFFICE ASSISTANT (GENERAL)|Permanent Fulltime|Department of Motor Vehicles|Sacramento County|1/18/2024|2985.0|4229.0
OFFICE ASSISTANT (TYPING)|Permanent Fulltime|California Highway Patrol|Sacramento County|1/18/2024|3085.0|4190.0
OFFICE ASSISTANT (TYPING)|Permanent Fulltime|Department of State Hospitals - Napa|Napa County|1/18/2024|3085.0|4190.0
OFFICE SERVICES SUPERVISOR (GENERAL)                   |Permanent Fulltime|Department of Motor Vehicles|Sacramento County|1/18/2024|3543.0|4651.0
OFFICE SERVICES SUPERVISOR I (TYPING)                    |Permanent Fulltime|California Highway Patrol|Inyo County|1/18/2024|3543.0|4651.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|CA State Lottery|Orange County|1/18/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Limited Term Fulltime|Folsom State Prison|Sacramento County|1/18/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|CA Department of Tax and Fee Administration|Sacramento County|1/18/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|Central California Women's Facility|Madera County|1/18/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Limited Term Fulltime|Central California Women's Facility|Madera County|1/18/2024|3609.0|4518.0
OPTOMETRIST, CORRECTIONAL FACILITY|Permanent Part-time|California Correctional Health Care Services|Solano County|1/18/2024|6634.8|8796.6
PARK AIDE (SEASONAL)|Non-Tenured Intermittent|Department of Parks & Recreation|Nevada County|1/18/2024|16.87|19.32
PERSONNEL SPECIALIST|Permanent Fulltime|California Men's Colony|San Luis Obispo County|1/18/2024|3799.0|6116.0
PHARMACIST II|Permanent Fulltime|California Correctional Health Care Services|Riverside County|1/18/2024|14263.0|15428.0
PHYSICAL THERAPIST I, CORRECTIONAL FACILITY|Permanent Part-time|California Correctional Health Care Services|Solano County|1/18/2024|4868.1|7221.6
PHYSICAL THERAPIST I, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|Madera County|1/18/2024|5409.0|8024.0
PHYSICAL THERAPIST I, CORRECTIONAL FACILITY|Permanent Part-time|California Correctional Health Care Services|Madera County|1/18/2024|1622.7|2407.2
PROGRAM TECHNICIAN II|Permanent Fulltime|Prison Industry Authority|Madera County|1/18/2024|3613.0|4528.0
PROGRAM TECHNICIAN II|Permanent Fulltime|Department of Alcoholic Beverage Control|San Francisco County|1/18/2024|3613.0|4528.0
REGISTERED DIETITIAN, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|Fresno County|1/18/2024|6421.0|8522.0
REGISTERED DIETITIAN, CORRECTIONAL FACILITY|Limited Term Fulltime|California Correctional Health Care Services|Fresno County|1/18/2024|6421.0|8522.0
REGISTERED NURSE, CORRECTIONAL FACILITY|Limited Term Intermittent|California Correctional Health Care Services|Riverside County|1/18/2024|54.3|64.73
RESEARCH DATA ANALYST II|Permanent Fulltime|Department of Developmental Services - Headquarters|Sacramento County|1/18/2024|6265.0|7848.0
RESEARCH DATA ANALYST II|Permanent Fulltime|Department of Developmental Services - Headquarters|Orange County|1/18/2024|6265.0|7848.0
RESEARCH DATA SPECIALIST II|Permanent Fulltime|Department of State Hospitals|Sacramento County|1/18/2024|7201.0|9013.0
RESEARCH SCIENTIST III (EPIDEMIOLOGY/BIOSTATISTICS)|Permanent Fulltime|Department of Health Care Services|Sacramento County|1/18/2024|7811.0|9777.0
SENIOR ARCHITECT|Permanent Fulltime|Department of Health Care Access and Information|Sacramento County|1/18/2024|10886.0|13625.0
SENIOR BRIDGE ENGINEER|Permanent Fulltime|Department of Transportation|Sacramento County|1/18/2024|10886.0|13625.0
SENIOR HYDROELECTRIC POWER UTILITY ENGINEER (SPECIALIST)|Permanent Fulltime|Department of Water Resources|Sacramento County|1/18/2024|10886.0|13625.0
SENIOR PERSONNEL SPECIALIST|Permanent Fulltime|Department of Fish and Wildlife|Sacramento County|1/18/2024|5338.0|6689.0
SENIOR PSYCHOLOGIST, CORRECTIONAL FACILITY (SPECIALIST)|Permanent Fulltime|California Correctional Health Care Services|San Diego County|1/18/2024|10769.0|13860.0
SENIOR PSYCHOLOGIST, CORRECTIONAL FACILITY (SUPERVISOR)|Permanent Fulltime|California Correctional Health Care Services|Fresno County|1/18/2024|12016.0|14150.0
SENIOR TRANSPORTATION ENGINEER, CALTRANS|Limited Term Fulltime|Department of Transportation|San Diego County|1/18/2024|10886.0|13625.0
STAFF SERVICES ANALYST|Permanent Fulltime|Department of State Hospitals|San Luis Obispo County|1/18/2024|3640.0|5916.0
STAFF SERVICES ANALYST|Limited Term Fulltime|Peace Officer Selection and Employee Development|Fresno County|1/18/2024|3640.0|5916.0
STAFF SERVICES ANALYST|Permanent Fulltime|Department of Rehabilitation|San Diego County|1/18/2024|3640.0|5916.0
STAFF SERVICES ANALYST|Permanent Fulltime|Department of State Hospitals|Napa County|1/18/2024|3640.0|5916.0
STAFF SERVICES ANALYST|Permanent Fulltime|California Correctional Health Care Services|Amador County|1/18/2024|3640.0|5916.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of General Services|Alameda County|1/18/2024|6760.0|8398.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of Insurance|Sacramento County|1/18/2024|6563.0|8153.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of General Services|Sacramento County|1/18/2024|6760.0|8398.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of Justice|San Francisco County|1/18/2024|6760.0|8398.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of Justice|Los Angeles County|1/18/2024|6760.0|8398.0
STAFF SERVICES MANAGER II (SUPERVISORY)|Permanent Fulltime|Department of Motor Vehicles|Sacramento County|1/18/2024|7420.0|9219.0
STAFF SERVICES MANAGER II (SUPERVISORY)|Permanent Fulltime|State Compensation Insurance Fund|Solano County|1/18/2024|7420.0|9219.0
STATE PARK PEACE OFFICER SUPERVISOR (RANGER)|Permanent Fulltime|Department of Parks & Recreation|San Diego County|1/18/2024|6487.0|8815.0
STATE PARK SUPERINTENDENT III|Permanent Fulltime|Department of Parks & Recreation|San Diego County|1/18/2024|8954.0|12208.0
STUDENT ASSISTANT|Limited Term Part-time|Department of Industrial Relations|Orange County|1/18/2024|2985.0|4023.0
SUPERVISING PSYCHIATRIC SOCIAL WORKER I|Permanent Fulltime|Department of State Hospitals|San Luis Obispo County|1/18/2024|8412.0|10464.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Butte County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Sacramento County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Sonoma County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Contra Costa County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|San Francisco County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Santa Clara County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Kern County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Fresno County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Ventura County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Riverside County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|San Bernardino County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|Orange County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|San Diego County|1/16/2024|7004.0|9197.0
HEALTH FACILITIES EVALUATOR NURSE|Permanent Fulltime|Department of Public Health|San Joaquin County|1/16/2024|7004.0|9197.0
HYDROELECTRIC PLANT ELECTRICIAN II|Permanent Fulltime|Department of Water Resources|Butte County|1/16/2024|8935.0|11078.0
STAFF SERVICES MANAGER I|Limited Term Fulltime|State Controller's Office|Sacramento County|1/16/2024|6760.0|8398.0
STAFF SERVICES MANAGER I|Permanent Fulltime|Department of Justice|Sacramento County|1/16/2024|6760.0|8398.0
SUPERVISING ENGINEER WATER RESOURCES|Permanent Fulltime|Department of Water Resources|Sacramento County|1/16/2024|11957.0|14967.0
TEACHER (HIGH SCHOOL-GENERAL EDUCATION) (CORRECTIONAL FACILITY)|Limited Term Fulltime|North Kern State Prison|Kern County|1/16/2024|6020.85|12110.27
MAINTENANCE WORKER, DEPARTMENT OF THE CALIF. HIGHWAY PATROL|Permanent Fulltime|California Highway Patrol|Santa Barbara County|1/15/2024|3157.0|3889.0
OFFICE ASSISTANT (TYPING)|Permanent Fulltime|California Highway Patrol|San Luis Obispo County|1/15/2024|3085.0|4190.0
REGISTERED NURSE, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|Del Norte County|1/15/2024|9412.0|11219.0
STAFF SERVICES MANAGER III|Permanent Fulltime|California Highway Patrol|Sacramento County|1/15/2024|9022.0|10243.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|California Highway Patrol|Sacramento County|1/14/2024|5684.0|7114.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|Governor's Office of Planning and Research|Sacramento County|1/14/2024|5684.0|7329.0
STAFF SERVICES ANALYST|Permanent Fulltime|California Highway Patrol|Sacramento County|1/14/2024|3640.0|5916.0
AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/13/2024|5633.0|10903.0
AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/13/2024|5633.0|10903.0
AIR RESOURCES SUPERVISOR I|Permanent Fulltime|State Air Resources Board|Riverside County|1/13/2024|10886.0|13625.0
AIR RESOURCES SUPERVISOR I|Permanent Fulltime|State Air Resources Board|Sacramento County|1/13/2024|10886.0|13625.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of General Services|Yolo County|1/13/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|State Air Resources Board|Sacramento County|1/13/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of General Services|Sacramento County|1/13/2024|5684.0|7114.0
CUSTODIAN I|Permanent Fulltime|Department of General Services|Sacramento County|1/13/2024|3135.0|3924.0
CUSTODIAN I|Permanent Fulltime|Department of General Services|Sacramento County|1/13/2024|3135.0|3924.0
CUSTODIAN I|Limited Term Fulltime|Department of General Services|Sacramento County|1/13/2024|3135.0|3924.0
DIRECT CONSTRUCTION SUPERVISOR II|Permanent Fulltime|Department of General Services|Sacramento County|1/13/2024|9622.0|11952.0
ELECTRICIAN I|Permanent Fulltime|Department of General Services|Sacramento County|1/13/2024|5520.0|6360.0
MAINTENANCE MECHANIC (CORRECTIONAL FACILITY)|Limited Term Fulltime|California Rehabilitation Center|Riverside County|1/13/2024|5776.0|6662.0
MANAGEMENT SERVICES TECHNICIAN|Permanent Fulltime|California Rehabilitation Center|Riverside County|1/13/2024|3353.0|4743.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|Salinas Valley State Prison|Monterey County|1/13/2024|3718.0|4652.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|Salinas Valley State Prison|Monterey County|1/13/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Limited Term Fulltime|California Rehabilitation Center|Riverside County|1/13/2024|3609.0|4518.0
STAFF AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/13/2024|10015.0|12538.0
ACCOUNTANT TRAINEE|Permanent Fulltime|Department of Forestry & Fire Protection|Yolo County|1/12/2024|4187.0|4992.0
ACCOUNTING ADMINISTRATOR I (SPECIALIST)|Permanent Fulltime|Department of Fish and Wildlife|Sacramento County|1/12/2024|6243.0|7815.0
ACCOUNTING ADMINISTRATOR I (SUPERVISOR)|Permanent Fulltime|Department of Housing & Community Development|Sacramento County|1/12/2024|6760.0|8398.0
ACCOUNTING ANALYST|Permanent Fulltime|State Controller's Office|Sacramento County|1/12/2024|4012.0|6213.0
ACCOUNTING OFFICER (SPECIALIST)|Permanent Fulltime|Department of General Services|Yolo County|1/12/2024|4964.0|6213.0
ACCOUNTING OFFICER (SPECIALIST)|Permanent Fulltime|Department of Water Resources|Sacramento County|1/12/2024|4964.0|6213.0
ADMINISTRATIVE ASSISTANT I|Permanent Fulltime|California Correctional Health Care Services|Kern County|1/12/2024|4726.0|5916.0
ADMINISTRATIVE LAW JUDGE|Permanent Fulltime|Department of Industrial Relations|Los Angeles County|1/12/2024|10280.0|14180.0
AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/12/2024|5633.0|10903.0
AIR RESOURCES ENGINEER                                 (MAND)|Permanent Fulltime|State Air Resources Board|Sacramento County|1/12/2024|6175.0|11567.0
AIR RESOURCES TECHNICIAN II|Permanent Fulltime|State Air Resources Board|Sacramento County|1/12/2024|3804.0|4764.0
ASSISTANT CHIEF|Permanent Fulltime|Department of Forestry & Fire Protection|San Luis Obispo County|1/12/2024|8615.0|11146.0
ASSOCIATE ACCOUNTING ANALYST|Permanent Fulltime|Department of Cannabis Control|Sacramento County|1/12/2024|5967.0|7474.0
ASSOCIATE ACCOUNTING ANALYST|Permanent Fulltime|State Water Resources Control Board|Sacramento County|1/12/2024|5967.0|7474.0
ASSOCIATE ENERGY SPECIALIST (TECHNOLOGY EVALUATION AND DEVELOPMENT)|Permanent Fulltime|California Energy Commission|Sacramento County|1/12/2024|5929.0|7369.0
Associate Fiscal Analyst |Permanent Fulltime|Judicial Council of California|Sacramento County|1/12/2024|6513.0|9117.0
Associate Fiscal Analyst |Permanent Fulltime|Judicial Council of California|San Francisco County|1/12/2024|6513.0|9117.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Employment Development Department|Sacramento County|1/12/2024|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Office of Energy Infrastructure Safety|Sacramento County|1/12/2024|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Forestry & Fire Protection|San Luis Obispo County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Forestry & Fire Protection|Riverside County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of State Hospitals|San Bernardino County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Consumer Affairs|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|State Teachers' Retirement System|Yolo County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Public Health|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Department of Social Services|United States|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|CA Transportation Commission|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|United States|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Covered California|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|CA High Speed Rail Authority|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Kern County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|State Teachers' Retirement System|Yolo County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Secretary of State|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Motor Vehicles|Sacramento County|1/12/2024|5684.0|7329.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Water Resources|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Prison Industry Authority|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Veterans Affairs|Sacramento County|1/12/2024|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Covered California|Sacramento County|1/12/2024|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE HEALTH PROGRAM ADVISER|Permanent Fulltime|California Correctional Health Care Services|San Joaquin County|1/12/2024|5684.0|7114.0
ASSOCIATE PARK AND RECREATION SPECIALIST|Permanent Fulltime|Department of Parks & Recreation|Ventura County|1/12/2024|6243.0|7815.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|Delta Stewardship Council|Sacramento County|1/12/2024|5684.0|7114.0
ASSOCIATE REAL ESTATE OFFICER|Permanent Fulltime|Department of General Services|Yolo County|1/12/2024|5967.0|7474.0
ASSOCIATE TAX AUDITOR, FRANCHISE TAX BOARD|Permanent Fulltime|Franchise Tax Board|United States|1/12/2024|6264.0|8238.0
ASSOCIATE TELECOMMUNICATIONS ENGINEER|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|1/12/2024|9244.0|11567.0
ASSOCIATE TRANSPORTATION PLANNER|Permanent Fulltime|Department of Transportation|Sacramento County|1/12/2024|6908.0|8651.0
ASSOCIATE TRANSPORTATION PLANNER|Permanent Fulltime|CA Transportation Commission|Sacramento County|1/12/2024|6908.0|8651.0
ATTORNEY|Permanent Fulltime|Department of Water Resources|Sacramento County|1/12/2024|7737.0|11173.0
ATTORNEY|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|1/12/2024|7737.0|11173.0
ATTORNEY III|Permanent Fulltime|Department of Toxic Substances Control|United States|1/12/2024|10536.0|13526.0
ATTORNEY III|Permanent Fulltime|Department of Health Care Services|United States|1/12/2024|10536.0|13526.0
ATTORNEY III|Permanent Fulltime|Department of Motor Vehicles|Sacramento County|1/12/2024|10536.0|13526.0
ENGINEER, WATER RESOURCES|Permanent Intermittent|Department of Water Resources|Sacramento County|1/12/2024|6175.0|11567.0
ENGINEER,CIVIL|Permanent Fulltime|Department of Forestry & Fire Protection|Yolo County|1/12/2024|6175.0|11567.0
ENVIRONMENTAL SCIENTIST|Permanent Fulltime|Department of Water Resources|Yolo County|1/12/2024|4145.0|7926.0
HEAVY EQUIPMENT MECHANIC (CORRECTIONAL FACILITY)|Permanent Fulltime|CDCR - San Quentin State Prison|Marin County|1/12/2024|5748.0|6623.0
INFORMATION TECHNOLOGY SPECIALIST I|Permanent Fulltime|Franchise Tax Board|Sacramento County|1/12/2024|6139.0|9932.0
MANAGEMENT SERVICES TECHNICIAN|Permanent Fulltime|Department of Water Resources|Butte County|1/12/2024|3353.0|4743.0
OFFICE TECHNICIAN (TYPING)|Limited Term Fulltime|North Kern State Prison|Kern County|1/12/2024|3609.0|4518.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|North Kern State Prison|Kern County|1/12/2024|3609.0|4518.0
PARK MAINTENANCE WORKER I|Permanent Fulltime|Department of Parks & Recreation|Sacramento County|1/12/2024|3868.0|4850.0
PRINCIPAL HYDROELECTRIC POWER UTILITY ENGINEER|Permanent Fulltime|Department of Water Resources|Sacramento County|1/12/2024|14527.0|16501.0
SUPERVISING TAX AUDITOR III BOARD OF EQUALIZATION|Permanent Fulltime|CA Department of Tax and Fee Administration|United States|1/12/2024|9190.0|12078.0
ACCOUNTANT I (SPECIALIST)|Permanent Fulltime|Department of State Hospitals|Fresno County|1/11/2024|3708.0|4641.0
ACCOUNTANT TRAINEE|Permanent Fulltime|Department of Forestry & Fire Protection|Yolo County|1/11/2024|4187.0|4992.0
ACCOUNTANT TRAINEE|Permanent Fulltime|State Water Resources Control Board|Sacramento County|1/11/2024|4187.0|4992.0
ACCOUNTING OFFICER (SPECIALIST)|Permanent Fulltime|California Highway Patrol|Sacramento County|1/11/2024|4964.0|6213.0
ACCOUNTING TECHNICIAN|Permanent Fulltime|Employment Development Department|Sacramento County|1/11/2024|3543.0|4440.0
AGRICULTURAL PEST CONTROL SPECIALIST|Permanent Fulltime|Department of Food & Agriculture|Los Angeles County|1/11/2024|3893.0|5294.0
AGRICULTURAL TECHNICIAN I (SEASONAL)|Non-Tenured Intermittent|Department of Food & Agriculture|Sacramento County|1/11/2024|17.25|20.61
AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/11/2024|5633.0|10903.0
AIR POLLUTION SPECIALIST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/11/2024|5633.0|10903.0
AIR RESOURCES SUPERVISOR II|Permanent Fulltime|State Air Resources Board|Sacramento County|1/11/2024|11957.0|14967.0
ASSOCIATE ACCOUNTING ANALYST|Permanent Fulltime|Department of Conservation|Sacramento County|1/11/2024|5967.0|7696.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|Sacramento County|1/11/2024|5684.0|7329.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|United States|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Employment Development Department|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|CA Conservation Corps|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|State Teachers' Retirement System|Yolo County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|California Correctional Health Care Services|Del Norte County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Department of Social Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of General Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Department of Social Services|United States|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|State Air Resources Board|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|United States|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Natural Resources Agency|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Child Support Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Child Support Services|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Water Resources|Sacramento County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Prison Industry Authority|Kings County|1/11/2024|5684.0|7114.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Department of Education|Sacramento County|1/11/2024|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Ca Health & Human Services Agency|Sacramento County|1/11/2024|5518.0|6907.0
ASSOCIATE MANAGEMENT AUDITOR|Permanent Fulltime|Department of Forestry & Fire Protection|Sacramento County|1/11/2024|6264.0|8238.0
ASSOCIATE PARK AND RECREATION SPECIALIST|Permanent Fulltime|Natural Resources Agency|Sacramento County|1/11/2024|6243.0|7815.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|CDE - School for the Deaf, Riverside|Riverside County|1/11/2024|5684.0|7114.0
ASSOCIATE STATE ARCHAEOLOGIST|Permanent Fulltime|Department of Parks & Recreation|Humboldt County|1/11/2024|5940.0|7381.0
